ResponseId,LanguageHaveWorkedWith
20251,
20252,Bash/Shell;C;Java;Python
20253,Bash/Shell;C;C++;HTML/CSS;Java;Python;SQL
20254,HTML/CSS
20255,Delphi;SQL
20256,Dart;Java;Kotlin
20257,Bash/Shell;Python;Scala;SQL
20258,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python
20259,Bash/Shell;Dart;HTML/CSS;JavaScript;PHP;Python
20260,Bash/Shell;HTML/CSS;Java;JavaScript;Python
20261,HTML/CSS;JavaScript;PHP
20262,Bash/Shell;C;C++;HTML/CSS;PowerShell;Python
20263,C;HTML/CSS;JavaScript;Python;TypeScript
20264,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Lua;Python;Rust;TypeScript
20265,Groovy;HTML/CSS;JavaScript;Python;SQL;TypeScript
20266,C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript
20267,C#;Dart;HTML/CSS;Java;JavaScript;TypeScript
20268,Java;JavaScript
20269,C#;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript
20270,Assembly;Bash/Shell;C;HTML/CSS;Java;JavaScript;MATLAB;PowerShell;Python;R;SQL
20271,Delphi;SQL
20272,Python;SQL
20273,C#;HTML/CSS;JavaScript;SQL;TypeScript
20274,Swift
20275,Bash/Shell;Delphi;HTML/CSS;Java;JavaScript;SQL;TypeScript
20276,C++;Go;JavaScript;PHP;Python;Rust;Scala;Solidity;SQL;TypeScript
20277,C#;C++;HTML/CSS;JavaScript;Python
20278,HTML/CSS;JavaScript;Ruby;SQL;TypeScript
20279,Bash/Shell;C;Dart;Go;HTML/CSS;Java;JavaScript;MATLAB;Objective-C;PHP;Python;R;SQL;TypeScript
20280,C;C#;HTML/CSS;JavaScript;TypeScript
20281,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;SQL;TypeScript
20282,HTML/CSS;JavaScript;Python;Ruby;SQL
20283,JavaScript
20284,C
20285,Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript
20286,C#;Go;Groovy;HTML/CSS;Java;JavaScript;Python;TypeScript
20287,Bash/Shell;C++;Python
20288,C#;HTML/CSS;JavaScript;TypeScript
20289,JavaScript
20290,HTML/CSS;JavaScript;PHP;Solidity
20291,C++;Objective-C
20292,Bash/Shell;Java;JavaScript;Python;SQL;TypeScript
20293,HTML/CSS;Java;JavaScript;Python
20294,Bash/Shell;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript
20295,Assembly;Bash/Shell;C;C++;Python
20296,C++;Python
20297,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Julia;PowerShell;SQL;TypeScript
20298,Bash/Shell;C#;C++;Dart;HTML/CSS;JavaScript;Lua;PHP;PowerShell;Python;SQL;TypeScript
20299,Bash/Shell;C++;Go;Java;Python;Ruby;SQL
20300,C++;Delphi
20301,HTML/CSS;JavaScript
20302,C;HTML/CSS;JavaScript;PHP;Python;SQL
20303,Bash/Shell;HTML/CSS;JavaScript;PHP;PowerShell;SQL
20304,Bash/Shell;C#;HTML/CSS;Java;JavaScript;SQL
20305,C;C++;Go;HTML/CSS;Java;JavaScript;Rust
20306,C;C++;HTML/CSS;Java;JavaScript
20307,C;C#;C++;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;VBA
20308,Delphi;SQL
20309,C#;Delphi;HTML/CSS;JavaScript;SQL
20310,Go;Java;Python;SQL
20311,C#;HTML/CSS;JavaScript;SQL;TypeScript
20312,Assembly;Delphi
20313,Assembly;Bash/Shell;C;HTML/CSS;JavaScript
20314,Clojure;HTML/CSS;Java;MATLAB;Python;Rust;SQL;TypeScript
20315,Bash/Shell;Python;Ruby;SQL
20316,JavaScript;PHP;SQL;TypeScript
20317,C#;F#;HTML/CSS;JavaScript;SQL;TypeScript
20318,Dart;JavaScript;Rust;TypeScript
20319,Assembly;Bash/Shell;C++;Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL
20320,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
20321,C#;JavaScript;PowerShell;Python;SQL
20322,
20323,APL
20324,C#;PowerShell
20325,Bash/Shell;C;C++;Go;HTML/CSS;Java;Julia;LISP;Python;Rust;SQL;TypeScript
20326,C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL
20327,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Python;TypeScript
20328,HTML/CSS;Python;Rust
20329,Clojure;HTML/CSS;JavaScript;Ruby;TypeScript
20330,Bash/Shell;C#;Groovy;PowerShell;Python;SQL;TypeScript;VBA
20331,Bash/Shell;HTML/CSS;JavaScript;TypeScript
20332,Bash/Shell;HTML/CSS;Java
20333,Bash/Shell;C;C++;HTML/CSS;JavaScript;Python;SQL
20334,C#;HTML/CSS;JavaScript;PHP;SQL
20335,HTML/CSS;JavaScript;Python;Rust;TypeScript
20336,Elixir;Go;Rust
20337,APL;C;C#
20338,HTML/CSS;JavaScript;Python
20339,C;Delphi;PHP;SQL
20340,Python;SQL
20341,C#;HTML/CSS;Java;PowerShell;Python;SQL
20342,JavaScript
20343,Bash/Shell;C++;HTML/CSS;Java;JavaScript;PHP;Solidity;SQL
20344,C#;JavaScript;SQL
20345,Bash/Shell;Elixir;Erlang;Go;Groovy;HTML/CSS;JavaScript;Ruby;TypeScript
20346,HTML/CSS;JavaScript;Ruby;SQL
20347,C;C++;Go;HTML/CSS;Julia;Python;Rust
20348,Elixir;JavaScript;Ruby;TypeScript
20349,Dart;JavaScript;SQL;TypeScript
20350,HTML/CSS;Java;JavaScript;MATLAB;Python
20351,Bash/Shell;C++;Python;R
20352,Assembly;HTML/CSS;Java;PHP;Python;R;SQL
20353,C#;HTML/CSS;JavaScript;Ruby;SQL;TypeScript
20354,C++;Go;PowerShell;Python;Rust;SQL
20355,Bash/Shell;C#;C++;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript
20356,
20357,Elixir;HTML/CSS;JavaScript;Python;Rust
20358,Assembly;Bash/Shell;C;Fortran;HTML/CSS;JavaScript;Perl;PHP;PowerShell;Python;Ruby;Rust
20359,C++;Fortran
20360,Assembly;Bash/Shell;C;C#;C++;MATLAB;Python
20361,Bash/Shell;C++;Go;HTML/CSS;Java;JavaScript;PHP;Ruby;TypeScript
20362,C;C#;C++;Perl;Python
20363,Bash/Shell;Go;HTML/CSS;JavaScript;TypeScript
20364,Bash/Shell;Dart;Go;JavaScript;Python;SQL
20365,HTML/CSS;JavaScript;PHP;PowerShell;SQL
20366,Delphi;MATLAB
20367,
20368,C#;C++;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;Python;Rust;SQL;Swift;TypeScript
20369,C#;Haskell;HTML/CSS;PowerShell;Rust;TypeScript
20370,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;VBA
20371,Assembly;Bash/Shell;C;C#;C++;Delphi;F#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;R;SQL
20372,Bash/Shell;Clojure;Java
20373,HTML/CSS;Java;JavaScript;Lua
20374,C#;HTML/CSS;JavaScript;SQL;TypeScript
20375,Java;JavaScript;SQL;TypeScript
20376,Java
20377,TypeScript
20378,Bash/Shell;Go;HTML/CSS;JavaScript;Lua;PHP;Python;SQL
20379,Dart;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;Python;Swift
20380,HTML/CSS;JavaScript;Python;SQL
20381,C#;JavaScript;PowerShell;Python;SQL
20382,Bash/Shell;Elixir;HTML/CSS;Rust;SQL
20383,Fortran;HTML/CSS;Python
20384,Java;Scala
20385,Dart
20386,HTML/CSS;JavaScript
20387,HTML/CSS;JavaScript;SQL
20388,HTML/CSS;Java;JavaScript;SQL
20389,C++;Java;JavaScript
20390,Clojure
20391,Go;HTML/CSS;JavaScript;Python
20392,Assembly;Delphi;PowerShell;SQL
20393,HTML/CSS;JavaScript;PHP
20394,JavaScript;TypeScript
20395,C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;TypeScript
20396,C;HTML/CSS;JavaScript;MATLAB;Python;SQL;TypeScript
20397,C#;JavaScript
20398,Bash/Shell;HTML/CSS;Java;TypeScript
20399,Bash/Shell;C++;Lua;PowerShell;Python
20400,
20401,C++;HTML/CSS;JavaScript;PHP;Ruby;SQL
20402,C#;MATLAB;Python;R;SQL
20403,C;Dart;HTML/CSS;Java;JavaScript;MATLAB;Python;SQL;TypeScript
20404,JavaScript;TypeScript
20405,Bash/Shell;Java;JavaScript;PowerShell;SQL
20406,C
20407,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Python;Swift;TypeScript
20408,Bash/Shell;C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript
20409,HTML/CSS;Java;JavaScript;SQL;TypeScript
20410,C;C++;HTML/CSS;Java;JavaScript;MATLAB;SQL
20411,Assembly;C;Haskell;HTML/CSS;JavaScript;Lua
20412,C#;Java;JavaScript
20413,HTML/CSS;Kotlin;Python;SQL
20414,Bash/Shell
20415,Bash/Shell;Perl;Python
20416,HTML/CSS;JavaScript;Python
20417,Bash/Shell;Swift
20418,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript
20419,C++;Dart;JavaScript;PHP;Python;SQL
20420,Delphi;SQL
20421,Ruby
20422,Go;JavaScript;TypeScript
20423,C#;HTML/CSS;JavaScript;PHP;Python
20424,C#;HTML/CSS;JavaScript;Python;SQL
20425,Bash/Shell;Clojure;JavaScript;LISP;Ruby;SQL;TypeScript
20426,Go;Groovy;HTML/CSS;Java;JavaScript;Python
20427,C#;JavaScript;TypeScript
20428,C;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
20429,Bash/Shell;HTML/CSS;Java;JavaScript;Python;Solidity;SQL
20430,Bash/Shell;C++;Python
20431,Elixir;HTML/CSS;JavaScript;Ruby;TypeScript
20432,C;C++;HTML/CSS;Java;JavaScript;Python;Ruby
20433,
20434,Dart;SQL
20435,C#;HTML/CSS;JavaScript;SQL;TypeScript
20436,Assembly;C;C++;Delphi;Python
20437,Bash/Shell;Groovy;HTML/CSS;Python;Ruby;SQL
20438,C#
20439,Bash/Shell;C;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift
20440,HTML/CSS;JavaScript;Lua;PowerShell;SQL;TypeScript
20441,Bash/Shell;C#;Groovy;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript
20442,Dart;Go;HTML/CSS
20443,Crystal;HTML/CSS;JavaScript;PHP
20444,Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;TypeScript
20445,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;SQL;TypeScript;VBA
20446,HTML/CSS;Python;SQL
20447,Delphi
20448,HTML/CSS;JavaScript;PHP;SQL;TypeScript
20449,Bash/Shell;HTML/CSS;JavaScript;SQL;TypeScript
20450,Bash/Shell;HTML/CSS;JavaScript;MATLAB;Python;SQL
20451,Go;HTML/CSS;Java;JavaScript;MATLAB;Python
20452,C;C++;Java;JavaScript;MATLAB;PHP;Python;SQL
20453,HTML/CSS;JavaScript;PHP;Python;SQL
20454,Bash/Shell;Objective-C;Swift
20455,C#
20456,Bash/Shell;C;C#;C++;Groovy;Haskell;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript;VBA
20457,Bash/Shell;C;C#;C++;Java;JavaScript;Python;Rust;TypeScript
20458,Bash/Shell;HTML/CSS;Java;JavaScript;Python
20459,C++;HTML/CSS;JavaScript;Python
20460,
20461,Bash/Shell;JavaScript;Julia;MATLAB;PHP;SQL
20462,C++;JavaScript;Python;R;Rust;TypeScript
20463,Go;HTML/CSS;JavaScript;SQL
20464,HTML/CSS;Java;JavaScript;Kotlin;TypeScript
20465,Bash/Shell;HTML/CSS;JavaScript;TypeScript
20466,Java;JavaScript;SQL;TypeScript
20467,JavaScript;PHP;Python;TypeScript
20468,Swift
20469,Python;Rust;TypeScript
20470,Python;SQL
20471,JavaScript;TypeScript
20472,PowerShell;Python
20473,Clojure;SQL
20474,C#;HTML/CSS;JavaScript;PowerShell;SQL
20475,HTML/CSS;Java;JavaScript;SQL;TypeScript
20476,JavaScript;PowerShell;Ruby;SQL
20477,C;Dart;Delphi;PowerShell;SQL
20478,Bash/Shell;HTML/CSS;JavaScript;Python;SQL
20479,C;C#;C++;HTML/CSS;JavaScript;Python;SQL
20480,HTML/CSS;JavaScript
20481,Bash/Shell;Haskell;HTML/CSS;JavaScript;Python
20482,C#;HTML/CSS;JavaScript;PowerShell;TypeScript
20483,HTML/CSS;Java;JavaScript;Python;SQL;Swift;TypeScript
20484,Kotlin;SQL
20485,Bash/Shell;Python;Swift
20486,C++;HTML/CSS;JavaScript;PHP;Python;TypeScript
20487,C#;HTML/CSS;JavaScript;Rust;SQL
20488,HTML/CSS;JavaScript;TypeScript
20489,Bash/Shell;Go;Haskell;HTML/CSS;Java;JavaScript;Python;Scala;SQL
20490,HTML/CSS;JavaScript;PHP;SQL;TypeScript
20491,HTML/CSS;JavaScript;TypeScript
20492,Bash/Shell;C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript
20493,HTML/CSS;Java;JavaScript;Python;SQL
20494,Bash/Shell;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript
20495,HTML/CSS;JavaScript;PHP
20496,Java
20497,Go;SQL
20498,Ruby
20499,C#;Crystal;HTML/CSS;JavaScript;PHP;PowerShell;SQL;VBA
20500,C#;C++;Java;JavaScript;PowerShell;Python;Ruby;VBA
20501,C#;Delphi
20502,Assembly;Bash/Shell;C;C#;Perl;PowerShell;Python
20503,Assembly;Bash/Shell;C;C++;HTML/CSS;PowerShell;Python;Ruby
20504,Bash/Shell;C++;R
20505,Bash/Shell;HTML/CSS;Java;JavaScript;PowerShell;Python;R;SQL
20506,Delphi
20507,Go;Groovy;Java;Lua;Python;SQL
20508,Scala;SQL
20509,HTML/CSS;JavaScript
20510,Bash/Shell;C#;HTML/CSS;Python;Rust;SQL;TypeScript
20511,HTML/CSS;JavaScript;Python
20512,Assembly;Bash/Shell;C;C#;C++;Java;PowerShell;TypeScript
20513,C;C#;HTML/CSS;Java;JavaScript;Perl;PowerShell;Swift
20514,Clojure;HTML/CSS;LISP
20515,JavaScript;SQL;TypeScript
20516,Dart;Go;HTML/CSS;JavaScript;PowerShell;Python
20517,Bash/Shell;Dart;HTML/CSS;JavaScript;Python
20518,Go;JavaScript;Python;SQL
20519,Dart;Elixir
20520,C#;TypeScript
20521,C#;PowerShell;Python;Scala;SQL
20522,Bash/Shell;JavaScript;Python;SQL;TypeScript;VBA
20523,C;JavaScript;Python;Solidity;TypeScript
20524,C++;Java;Rust;SQL
20525,C++;Haskell;MATLAB
20526,C#;PowerShell
20527,HTML/CSS;JavaScript;Python;TypeScript
20528,C#;C++;Java;Rust
20529,C#;C++;HTML/CSS;Java;JavaScript;OCaml;PHP;Python;SQL;TypeScript;VBA
20530,HTML/CSS;JavaScript;PHP
20531,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;TypeScript
20532,HTML/CSS;JavaScript;Ruby;TypeScript
20533,C#;HTML/CSS;SQL
20534,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Julia;PHP;Python;R;SQL;TypeScript
20535,C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL
20536,Go;HTML/CSS;JavaScript;Ruby;Solidity;SQL
20537,C#;HTML/CSS;JavaScript;SQL
20538,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Ruby;SQL
20539,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;PowerShell;Python;R;TypeScript
20540,
20541,C#;HTML/CSS;PowerShell;SQL;TypeScript
20542,Delphi;PHP;SQL
20543,Kotlin
20544,Bash/Shell;C#;Groovy;HTML/CSS;Java;JavaScript;Python;Scala;SQL
20545,Bash/Shell;C++;Dart;HTML/CSS;Java;JavaScript;SQL
20546,JavaScript;PHP;SQL;TypeScript
20547,Bash/Shell;HTML/CSS;JavaScript;PHP;PowerShell;Python
20548,Assembly;Bash/Shell;C;C++;Java;PowerShell;Python
20549,Clojure;Java;JavaScript
20550,C#;SQL
20551,C#;Delphi;HTML/CSS;JavaScript
20552,C#;HTML/CSS;JavaScript;SQL;TypeScript
20553,Dart;Go;Java;Kotlin;PHP
20554,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin
20555,C#;Go;HTML/CSS;Java;JavaScript;Python;Ruby;SQL
20556,Bash/Shell;Python;SQL
20557,HTML/CSS;JavaScript;PHP;PowerShell;SQL;VBA
20558,Python
20559,HTML/CSS;JavaScript;PHP;Rust;SQL
20560,C#;HTML/CSS;JavaScript;PowerShell;Python;TypeScript
20561,HTML/CSS;JavaScript;PHP
20562,C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;Python;SQL
20563,C++
20564,HTML/CSS;JavaScript;Ruby
20565,Bash/Shell;C#;Java;JavaScript;PHP;Python;SQL;TypeScript
20566,HTML/CSS;JavaScript;Solidity
20567,HTML/CSS;JavaScript;Python
20568,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;TypeScript
20569,Assembly;Bash/Shell;C;C++;Python
20570,Fortran;Julia;MATLAB;Python
20571,HTML/CSS;Java;JavaScript;Python
20572,Clojure;JavaScript;SQL
20573,JavaScript;Kotlin;MATLAB;TypeScript
20574,C#;SQL;VBA
20575,Julia;Rust;SQL
20576,C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL
20577,C;C#;C++;Java;Lua;Ruby;Rust
20578,Bash/Shell;HTML/CSS;JavaScript;Julia;SQL
20579,HTML/CSS;Java;JavaScript;TypeScript
20580,C++;Java;Python;SQL
20581,Bash/Shell;C;C++;Lua;Python;Rust
20582,Assembly;Bash/Shell;C;C++;Haskell;HTML/CSS;Java;JavaScript;Kotlin;OCaml;Python;SQL;TypeScript;VBA
20583,HTML/CSS;JavaScript;PHP;Rust
20584,Java;JavaScript;Kotlin;MATLAB;PHP;Python;SQL
20585,JavaScript;Perl
20586,Java;JavaScript;Perl;SQL
20587,Bash/Shell;C;HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;R;SQL
20588,Delphi;JavaScript;Python
20589,Dart;Python
20590,HTML/CSS;JavaScript;Python;SQL
20591,C#;Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript
20592,HTML/CSS
20593,HTML/CSS;JavaScript;TypeScript
20594,Bash/Shell;C;C#;HTML/CSS;JavaScript;PowerShell;TypeScript;VBA
20595,Clojure;HTML/CSS;Scala
20596,Bash/Shell;HTML/CSS;Java;JavaScript;TypeScript
20597,C#;C++;Java;JavaScript;Python
20598,C++;Python
20599,Java;JavaScript;Ruby;TypeScript
20600,Bash/Shell;HTML/CSS;JavaScript;MATLAB;PowerShell;Python;R
20601,Bash/Shell;JavaScript;PHP;PowerShell;Python
20602,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;VBA
20603,
20604,Python
20605,C#;HTML/CSS;JavaScript;PowerShell;SQL
20606,Delphi
20607,HTML/CSS;JavaScript;PHP;TypeScript
20608,Elixir;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
20609,Bash/Shell;Python;Ruby;Rust;SQL;Swift;TypeScript
20610,C;HTML/CSS;JavaScript;PHP;Python
20611,Bash/Shell;C++;Go;HTML/CSS;JavaScript
20612,Bash/Shell;HTML/CSS;JavaScript;Python;Ruby;SQL
20613,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
20614,Bash/Shell;C#;HTML/CSS;Java;PowerShell;SQL
20615,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
20616,Bash/Shell;C++;HTML/CSS;JavaScript;PHP;Python;Swift;TypeScript
20617,C#
20618,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;PowerShell;Python
20619,HTML/CSS
20620,HTML/CSS;Java;JavaScript;PHP;Python;SQL
20621,Bash/Shell;C#;C++;HTML/CSS;JavaScript;MATLAB;PHP;PowerShell;Python;SQL;TypeScript;VBA
20622,Python;SQL
20623,Elixir;Ruby
20624,C#;HTML/CSS;JavaScript;PowerShell;SQL
20625,Bash/Shell;HTML/CSS;JavaScript;Python;TypeScript
20626,C++;Go;HTML/CSS;JavaScript;Rust;TypeScript
20627,Assembly;Bash/Shell;C;C#;C++;Delphi;HTML/CSS;Java;JavaScript;Kotlin;SQL;VBA
20628,C;C#;C++;Dart;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript
20629,Haskell;HTML/CSS;Java;Python;TypeScript
20630,Bash/Shell;C;Go;Lua;PHP;Python;Ruby;Rust;SQL
20631,Bash/Shell;C;C++;Haskell;Java;OCaml;Python;SQL
20632,Bash/Shell;HTML/CSS;Java;JavaScript;Perl;SQL;TypeScript
20633,HTML/CSS;JavaScript;Rust
20634,HTML/CSS;JavaScript;TypeScript
20635,COBOL;Delphi;SQL
20636,Bash/Shell;HTML/CSS;JavaScript;Ruby;SQL
20637,Bash/Shell;C++;HTML/CSS;JavaScript
20638,C#;Groovy;Java;JavaScript;PowerShell;SQL;TypeScript
20639,Assembly;Bash/Shell;C;C++;Go;Haskell;HTML/CSS;Java;JavaScript;MATLAB;Objective-C;PHP;Python;SQL;TypeScript
20640,C++;MATLAB;Python;SQL
20641,HTML/CSS;JavaScript;Ruby;SQL;TypeScript
20642,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript
20643,Kotlin
20644,HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript
20645,C#;HTML/CSS;JavaScript;SQL;TypeScript
20646,HTML/CSS;Java;JavaScript;PHP;SQL
20647,HTML/CSS;JavaScript
20648,Bash/Shell;C#;HTML/CSS;JavaScript;Python
20649,Go;HTML/CSS;Java;Python;SQL
20650,Bash/Shell;Julia;MATLAB
20651,
20652,HTML/CSS;JavaScript;PHP;SQL;TypeScript
20653,Assembly;C;C#;C++;Go;Haskell;HTML/CSS;Java;Objective-C;Perl;PowerShell;Ruby;Swift;VBA
20654,Bash/Shell;Python
20655,C;C#;C++;Dart;HTML/CSS;Java;JavaScript;MATLAB;Python;SQL;TypeScript
20656,HTML/CSS;JavaScript;Python;SQL
20657,APL;C;C++;HTML/CSS;Java;JavaScript
20658,Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;Rust;SQL;TypeScript
20659,Bash/Shell;HTML/CSS;JavaScript;Python;Ruby;SQL
20660,Python;Rust
20661,Dart;HTML/CSS;JavaScript;SQL;TypeScript
20662,HTML/CSS;JavaScript;Ruby;Rust;TypeScript
20663,Bash/Shell;C;C#;C++;Groovy;JavaScript;Python
20664,HTML/CSS;Java;JavaScript;Ruby
20665,C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;Python;Rust;SQL;TypeScript
20666,HTML/CSS;JavaScript;Rust;Swift;TypeScript
20667,Java;JavaScript;Objective-C
20668,C;C#;C++;Dart;F#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Scala;SQL;TypeScript
20669,C;C++;Dart;Go;Java;JavaScript;Kotlin;Python;Rust;TypeScript
20670,C;HTML/CSS;Java;JavaScript;Python;Solidity;SQL
20671,Bash/Shell;Go;Haskell;Python;Rust;SQL;Swift
20672,HTML/CSS;JavaScript;Python;SQL;TypeScript
20673,C;C#;HTML/CSS;JavaScript;Lua;PowerShell
20674,C;C++;Python
20675,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
20676,Go;JavaScript;TypeScript
20677,Assembly;C;HTML/CSS;Java;JavaScript;Python;Rust
20678,Assembly;C;Dart;Elixir;Erlang;Go;Rust;Swift;TypeScript
20679,Bash/Shell;Clojure;Go;Groovy;Java;Python;Solidity
20680,C#;Dart;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
20681,
20682,C;Dart;Java;JavaScript;Python
20683,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;Python;TypeScript
20684,Delphi;SQL
20685,Bash/Shell;Julia;Python;R
20686,C#;HTML/CSS;JavaScript;SQL;TypeScript
20687,Java;JavaScript;SQL
20688,HTML/CSS;PHP;SQL;VBA
20689,Scala
20690,HTML/CSS;JavaScript;PHP;Python
20691,C;C++;Dart;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
20692,C;C++;Dart;Haskell;Java;JavaScript;Lua;Python;SQL;TypeScript
20693,Dart;Delphi;HTML/CSS;JavaScript;PowerShell;SQL
20694,Python;Swift
20695,C#;HTML/CSS;JavaScript;PHP;R;SQL
20696,HTML/CSS;JavaScript;Python;TypeScript
20697,C#;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript;VBA
20698,Objective-C;Swift
20699,HTML/CSS;JavaScript
20700,Swift
20701,Python;SQL
20702,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;TypeScript
20703,C#;HTML/CSS;SQL;TypeScript
20704,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
20705,HTML/CSS;JavaScript;Python
20706,Bash/Shell;Clojure;Haskell;JavaScript;Lua;TypeScript
20707,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript
20708,Bash/Shell;C;Go;HTML/CSS;Julia;Python;Rust
20709,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL
20710,Java;SQL
20711,HTML/CSS;JavaScript;PHP;Python
20712,PHP;SQL
20713,Bash/Shell;PowerShell;Python
20714,Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript
20715,C++;Delphi
20716,Bash/Shell;C;HTML/CSS;JavaScript;Python;Rust
20717,C#;C++;Perl;PowerShell
20718,Bash/Shell;C++;Go;HTML/CSS;JavaScript;SQL;TypeScript
20719,C++;Java;JavaScript;SQL;TypeScript
20720,C#;HTML/CSS;Java;JavaScript;Lua;PHP;SQL
20721,Assembly;Bash/Shell;C;HTML/CSS;Java;JavaScript;Lua;Perl;Rust;SQL
20722,Groovy;HTML/CSS;Java;JavaScript;Kotlin;TypeScript
20723,HTML/CSS;JavaScript;TypeScript
20724,C++;Java;JavaScript;Kotlin;PHP;Python;SQL
20725,MATLAB;R;SQL
20726,Delphi;VBA
20727,Bash/Shell;C;C#;C++;Go;HTML/CSS;JavaScript;Lua;PHP;Python;SQL;TypeScript
20728,C#;HTML/CSS;JavaScript;PHP
20729,Swift
20730,C#;HTML/CSS;Java;JavaScript
20731,HTML/CSS;JavaScript;TypeScript
20732,Bash/Shell;C++;Java;JavaScript;Kotlin
20733,Java
20734,C#;HTML/CSS;JavaScript;SQL;TypeScript
20735,C++;HTML/CSS;JavaScript;Python
20736,Assembly;C;C#;C++;JavaScript;TypeScript
20737,Go;Java;Python;Scala;SQL
20738,C#;F#;HTML/CSS;JavaScript;SQL;TypeScript
20739,Bash/Shell;Java;Python
20740,Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript
20741,Delphi;JavaScript;TypeScript
20742,HTML/CSS;JavaScript
20743,C#;JavaScript;Lua;Python;Rust;TypeScript
20744,Delphi
20745,C#;C++;HTML/CSS;JavaScript;Lua;PHP;SQL;TypeScript
20746,Assembly;Bash/Shell;C;C#;C++;Delphi;Go;HTML/CSS;Java;PHP;PowerShell;Python;SQL;TypeScript
20747,Bash/Shell;C
20748,Bash/Shell;HTML/CSS;JavaScript;PHP;PowerShell;Python;R
20749,C++;HTML/CSS;JavaScript;Python;Rust;Solidity;TypeScript
20750,C#;C++;HTML/CSS;Java;JavaScript;SQL
